ds,trend
2023-08-29,85.1854480333791
2023-08-30,85.17952186520779
2023-08-31,85.17359569703645
2023-09-01,85.16766952886512
2023-09-04,85.1498910243511
2023-09-05,85.14396485617978
2023-09-06,85.13803868800844
2023-09-07,85.13211251983711
2023-09-08,85.12618635166577
2023-09-11,85.10840784715178
2023-09-12,85.10248167898044
2023-09-13,85.09655551080911
2023-09-14,85.09062934263777
2023-09-15,85.08470317446644
2023-09-18,85.06692466995243
2023-09-19,85.0609985017811
2023-09-20,85.05507233360976
2023-09-21,85.04914616543844
2023-09-22,85.0432199972671
2023-09-25,85.0254414927531
2023-09-26,85.01951532458176
2023-09-27,85.01358915641043
2023-09-28,85.00766298823909
2023-09-29,85.00173682006776
2023-10-02,84.98395831555378
2023-10-03,84.97803214738244
2023-10-04,84.97210597921111
2023-10-05,84.96617981103977
2023-10-06,84.96025364286844
2023-10-09,84.94247513835442
2023-10-10,84.9365489701831
2023-10-11,84.93062280201175
2023-10-12,84.92469663384044
2023-10-13,84.9187704656691
2023-10-16,84.9009919611551
2023-10-17,84.89506579298376
2023-10-18,84.88913962481243
2023-10-19,84.88321345664109
2023-10-20,84.87728728846976
2023-10-23,84.85950878395576
2023-10-24,84.85358261578443
2023-10-25,84.84765644761309
2023-10-26,84.84173027944176
2023-10-27,84.83580411127042
2023-10-30,84.81802560675642
2023-10-31,84.8120994385851
2023-11-01,84.80617327041375
2023-11-02,84.80024710224242
2023-11-03,84.7943209340711
2023-11-06,84.7765424295571
2023-11-07,84.77061626138575
2023-11-08,84.76469009321443
2023-11-09,84.75876392504308
2023-11-10,84.75283775687176
2023-11-13,84.73505925235776
2023-11-14,84.72913308418643
2023-11-15,84.72320691601509
2023-11-16,84.71728074784376
2023-11-17,84.71135457967242
2023-11-20,84.69357607515842
2023-11-21,84.68764990698708
2023-11-22,84.68172373881575
2023-11-23,84.6757975706444
2023-11-24,84.66987140247308
2023-11-27,84.65209289795908
2023-11-28,84.64616672978775
2023-11-29,84.64024056161641
2023-11-30,84.63431439344508
2023-12-01,84.62838822527375
2023-12-04,84.61060972075975
2023-12-05,84.60468355258843
2023-12-06,84.59875738441708
2023-12-07,84.59283121624576
2023-12-08,84.58690504807441
2023-12-11,84.56912654356042
2023-12-12,84.56320037538907
2023-12-13,84.55727420721774
2023-12-14,84.5513480390464
2023-12-15,84.54542187087507
2023-12-18,84.52764336636108
2023-12-19,84.52171719818975
2023-12-20,84.5157910300184
2023-12-21,84.50986486184708
2023-12-22,84.50393869367574
2023-12-25,84.48616018916174
2023-12-27,84.47430785281908
2023-12-28,84.46838168464774
2023-12-29,84.46245551647641
2024-01-02,84.43875084379107
2024-01-03,84.43282467561974
2024-01-04,84.4268985074484
2024-01-05,84.42097233927707
2024-01-08,84.40319383476307
2024-01-09,84.39726766659174
2024-01-10,84.3913414984204
2024-01-11,84.38541533024907
2024-01-12,84.37948916207773
2024-01-15,84.36171065756373
2024-01-16,84.3557844893924
2024-01-17,84.34985832122108
2024-01-18,84.34393215304974
2024-01-19,84.33800598487841
2024-01-22,84.3202274803644
2024-01-23,84.31430131219307
2024-01-24,84.30837514402172
2024-01-25,84.3024489758504
2024-01-26,84.29652280767905
2024-01-29,84.27874430316507
2024-01-30,84.27281813499373
2024-01-31,84.2668919668224
2024-02-01,84.26096579865107
2024-02-02,84.25503963047973
2024-02-05,84.23726112596573
2024-02-07,84.22540878962307
2024-02-08,84.21948262145173
2024-02-09,84.2135564532804
2024-02-12,84.19577794876639
2024-02-13,84.18985178059506
2024-02-14,84.18392561242372
2024-02-15,84.17799944425239
2024-02-16,84.17207327608105
2024-02-19,84.15429477156707
2024-02-20,84.14836860339572
2024-02-21,84.1424424352244
2024-02-22,84.13651626705305
2024-02-23,84.13059009888173
2024-02-26,84.11281159436771
2024-02-27,84.10688542619638
2024-02-28,84.10095925802506
2024-02-29,84.09503308985373
2024-03-01,84.08910692168239
2024-03-04,84.07132841716839
2024-03-05,84.06540224899706
2024-03-06,84.05947608082572
2024-03-07,84.05354991265439
2024-03-08,84.04762374448305
2024-03-11,84.02984523996906
2024-03-12,84.02391907179772
2024-03-13,84.01799290362639
2024-03-14,84.01206673545505
2024-03-15,84.00614056728372
2024-03-18,83.98836206276971
2024-03-19,83.98243589459838
2024-03-20,83.97650972642705
2024-03-21,83.97058355825573
2024-03-22,83.96465739008438
2024-03-25,83.94687888557038
2024-03-26,83.94095271739904
2024-03-27,83.93502654922771
2024-03-28,83.92910038105637
2024-04-02,83.89946954019972
2024-04-03,83.89354337202839
2024-04-04,83.88761720385705
2024-04-05,83.88169103568572
2024-04-08,83.8639125311717
2024-04-09,83.85798636300038
2024-04-10,83.85206019482904
2024-04-11,83.84613402665772
2024-04-12,83.84020785848638
2024-04-15,83.82242935397238
2024-04-17,83.81057701762971
2024-04-18,83.80465084945837
2024-04-19,83.79872468128704
2024-04-22,83.78094617677303
2024-04-23,83.77502000860171
2024-04-24,83.76909384043037
2024-04-25,83.76316767225904
2024-04-26,83.7572415040877
2024-04-29,83.7394629995737
2024-04-30,83.73353683140236
2024-05-01,83.72761066323103
2024-05-02,83.7216844950597
2024-05-03,83.71575832688838
2024-05-07,83.69205365420304
2024-05-08,83.68612748603171
2024-05-09,83.68020131786037
2024-05-10,83.67427514968904
2024-05-13,83.65649664517503
2024-05-14,83.65057047700371
2024-05-15,83.64464430883237
2024-05-16,83.63871814066104
2024-05-17,83.6327919724897
2024-05-20,83.6150134679757
2024-05-21,83.60908729980436
2024-05-22,83.60316113163303
2024-05-23,83.59723496346169
2024-05-24,83.59130879529037
2024-05-28,83.56760412260503
2024-05-29,83.56167795443369
2024-05-30,83.55575178626236
2024-05-31,83.54982561809102
2024-06-03,83.53204711357702
2024-06-04,83.52612094540568
2024-06-05,83.52019477723437
2024-06-06,83.51426860906304
2024-06-07,83.5083424408917
2024-06-10,83.4905639363777
2024-06-11,83.48463776820635
2024-06-12,83.47871160003503
2024-06-13,83.47278543186368
2024-06-14,83.46685926369236
2024-06-17,83.44908075917836
2024-06-18,83.44315459100703
2024-06-19,83.43722842283569
2024-06-20,83.43130225466436
2024-06-21,83.42537608649302
2024-06-22,83.41944991832169
2024-06-23,83.41352375015035
2024-06-24,83.40759758197902
2024-06-25,83.40167141380768
2024-06-26,83.39574524563636
2024-06-27,83.38981907746502
2024-06-28,83.38389290929369
2024-06-29,83.37796674112235
2024-06-30,83.37204057295102
2024-07-01,83.36611440477968
2024-07-02,83.36018823660835
2024-07-03,83.35426206843701
2024-07-04,83.34833590026568
2024-07-05,83.34240973209434
2024-07-06,83.33648356392303
2024-07-07,83.3305573957517
2024-07-08,83.32463122758035
2024-07-09,83.31870505940903
2024-07-10,83.31277889123768
2024-07-11,83.30685272306636
2024-07-12,83.30092655489501
2024-07-13,83.29500038672369
2024-07-14,83.28907421855234
2024-07-15,83.28314805038102
2024-07-16,83.27722188220967
2024-07-17,83.27129571403835
2024-07-18,83.26536954586702
2024-07-19,83.25944337769569
2024-07-20,83.25351720952435
